year,PGM_CODE,prog,ship,POWER,metier,week,quar,TRIPNR,duration_meas,duration_tot,SCIENTIFIC_NAME,ENGLISH_NAME,DUTCH_NAME,ICES_CODE,nodc,class_length,SSE_CATEGORY,GEAR_SUBTYPE,GEAR_COUNT,w_soort_meashauls,n_per_hour,n_total_trip,w_per_hour,w_total_trip
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,9,d,DEL,1,1.421818328,3.691616767,283.3315868,0.025541647,1.960321377
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,10,d,DEL,1,2.263671024,4.311377246,330.8982036,0.040664749,3.12101948
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,11,d,DEL,1,10.50650403,15.0988024,1158.833084,0.188739593,14.48576379
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,12,d,DEL,1,23.78760592,26.40718563,2026.751497,0.427322262,32.79698361
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,13,d,DEL,1,23.00018716,20.11976048,1544.191617,0.413177015,31.71133588
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,14,d,DEL,1,17.3966293,12.19760479,936.1661677,0.312514299,23.98547243
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,15,d,DEL,1,1.779571268,1.01497006,77.8989521,0.031968346,2.453570566
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,17,d,DEL,1,0.619126748,0.24251497,18.61302395,0.011122037,0.85361637
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Asterias rubens,,Zeester,,8.12E+11,0,d,DEL,1,,610.2754491,46838.64072,,
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Atelecyclus rotundatus,,Cirkelronde krab,,6.19E+11,0,d,DEL,1,,3.017964072,231.6287425,,
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Buccinum undatum,Whelk,Wulk,WHE,5.11E+11,0,d,DEL,1,,95.98203593,7366.621258,,
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,6,d,DEL,1,0.032732127,0.215568862,16.54491018,0.000588002,0.045129175
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,8,d,DEL,1,0.119943302,0.341317365,26.19610778,0.00215467,0.16537093
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,9,d,DEL,1,0.165383114,0.332335329,25.50673653,0.002970954,0.228020731
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Buglossidium luteum,Solenette,Dwergtong,,8.86E+11,10,d,DEL,1,0.446244619,0.655688623,50.3241018,0.00801637,0.615256428
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,10,d,DEL,1,0.452287764,0.97005988,74.45209581,0.00812493,0.623588369
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,11,d,DEL,1,0.20222475,0.332335329,25.50673653,0.00363278,0.27881586
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,12,d,DEL,1,0.502294137,0.646706587,49.63473054,0.009023248,0.692534282
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,13,d,DEL,1,3.993678909,4.104790419,315.0426647,0.071742735,5.506254904
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,14,d,DEL,1,1.755827114,1.464071856,112.367515,0.031541804,2.420833491
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,15,d,DEL,1,5.604213267,3.844311377,295.0508982,0.10067449,7.726767094
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,16,d,DEL,1,2.955992708,1.688622755,129.6017964,0.053101665,4.07555282
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,17,d,DEL,1,13.29910352,6.395209581,490.8323353,0.238906051,18.33603943
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,18,d,DEL,1,18.50519837,7.562874252,580.4505988,0.332428713,25.51390374
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,19,d,DEL,1,30.94628935,10.84131737,832.0711078,0.555921366,42.66696481
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,20,d,DEL,1,46.2127878,13.98502994,1073.351048,0.830169841,63.71553527
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,21,d,DEL,1,55.71903179,14.66766467,1125.743264,1.000940691,76.82219802
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,22,d,DEL,1,50.20235586,11.56886228,887.9101796,0.901838728,69.21612237
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,23,d,DEL,1,36.34367116,7.374251497,565.9738024,0.65288032,50.10856458
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,24,d,DEL,1,10.30211406,1.850299401,142.010479,0.185067917,14.20396264
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,25,d,DEL,1,2.923589922,0.467065868,35.84730539,0.052519579,4.030877721
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,26,d,DEL,1,1.824772281,0.260479042,19.99176647,0.03278034,2.515891124
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,27,d,DEL,1,1.963608171,0.251497006,19.30239521,0.035274398,2.707310067
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Cancer pagurus,Edible crab,Noordzeekrab,CRE,6.19E+11,0,d,DEL,1,,0.664670659,51.01347305,,
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys cuculus,Red gurnard,Engelse poon,GUR,8.83E+11,21,d,DEL,1,1.638954552,0.332335329,25.50673653,0.029442297,2.259696321
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys cuculus,Red gurnard,Engelse poon,GUR,8.83E+11,23,d,DEL,1,1.711031569,0.260479042,19.99176647,0.030737094,2.359071969
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys cuculus,Red gurnard,Engelse poon,GUR,8.83E+11,25,d,DEL,1,2.840415904,0.332335329,25.50673653,0.051025435,3.916202167
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys cuculus,Red gurnard,Engelse poon,GUR,8.83E+11,26,d,DEL,1,2.346297537,0.24251497,18.61302395,0.042149058,3.234940168
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,10,d,DEL,1,0.197752581,0.332335329,25.50673653,0.003552442,0.272649891
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,13,d,DEL,1,0.922787374,0.718562874,55.1497006,0.016577019,1.272286185
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,17,d,DEL,1,1.531618871,0.538922156,41.36227545,0.027514112,2.111708055
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,18,d,DEL,1,2.814204159,0.835329341,64.11152695,0.050554566,3.88006292
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,19,d,DEL,1,3.555133688,0.898203593,68.93712575,0.063864677,4.901613962
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,21,d,DEL,1,7.765494772,1.45508982,111.6781437,0.139499906,10.70661779
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,22,d,DEL,1,22.53273905,3.673652695,281.9528443,0.404779744,31.06684531
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,23,d,DEL,1,20.26537243,2.892215569,221.9775449,0.364048607,27.94073055
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,24,d,DEL,1,33.60432943,4.221556886,324.004491,0.603670589,46.33171767
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,25,d,DEL,1,27.96118561,3.107784431,238.5224551,0.502296748,38.55127537
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,26,d,DEL,1,39.54621002,3.907185629,299.876497,0.710410958,54.52404105
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,27,d,DEL,1,12.8300371,1.131736527,86.86077844,0.230479708,17.68931762
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,28,d,DEL,1,17.94722034,1.419161677,108.9206587,0.322405156,24.74459571
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,32,d,DEL,1,6.282560556,0.332335329,25.50673653,0.112860369,8.662033342
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,35,d,DEL,1,6.229698254,0.251497006,19.30239521,0.111910747,8.589149838
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Clupea harengus,Herring,Haring,HER,8.75E+11,21,d,DEL,1,1.423500532,0.323353293,24.81736527,0.025571866,1.962640703
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Clupea harengus,Herring,Haring,HER,8.75E+11,22,d,DEL,1,1.729241968,0.341317365,26.19610778,0.031064227,2.38417942
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Clupea harengus,Herring,Haring,HER,8.75E+11,26,d,DEL,1,6.338195801,0.754491018,57.90718563,0.113859805,8.738740018
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,6,d,DEL,1,0.061011157,0.341317365,26.19610778,0.001096009,0.084118676
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,8,d,DEL,1,0.134508948,0.341317365,26.19610778,0.002416328,0.185453205
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,9,d,DEL,1,1.434512446,2.622754491,201.2964072,0.025769685,1.977823298
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,10,d,DEL,1,4.823166403,6.565868264,503.9303892,0.086643708,6.649904576
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,11,d,DEL,1,3.407560972,3.547904192,272.3016467,0.06121367,4.698149185
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,12,d,DEL,1,2.073584138,1.688622755,129.6017964,0.037250014,2.858938609
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,13,d,DEL,1,0.332104578,0.215568862,16.54491018,0.005965951,0.457886701
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Echinidae,,Zeeegels,,8.15E+11,0,d,DEL,1,,993.7904192,76273.41467,,
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Enchelyopus cimbrius,Four-bearded rockling,Vierdradige meun,,8.79E+11,19,d,DEL,1,0.580780447,0.314371258,24.12799401,0.010433182,0.800746694
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Enchelyopus cimbrius,Four-bearded rockling,Vierdradige meun,,8.79E+11,20,d,DEL,1,0.578479674,0.269461078,20.68113773,0.01039185,0.797574521
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Enchelyopus cimbrius,Four-bearded rockling,Vierdradige meun,,8.79E+11,21,d,DEL,1,2.269252754,0.916167665,70.31586826,0.04076502,3.128715249
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Enchelyopus cimbrius,Four-bearded rockling,Vierdradige meun,,8.79E+11,22,d,DEL,1,0.969075698,0.341317365,26.19610778,0.017408546,1.336105866
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Enchelyopus cimbrius,Four-bearded rockling,Vierdradige meun,,8.79E+11,23,d,DEL,1,0.871782305,0.269461078,20.68113773,0.01566076,1.201963327
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,9,d,DEL,1,0.079948336,0.215568862,16.54491018,0.001436198,0.11022817
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,10,d,DEL,1,0.109035048,0.215568862,16.54491018,0.001958713,0.150331256
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,12,d,DEL,1,0.795631518,0.916167665,70.31586826,0.014292782,1.096971
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,14,d,DEL,1,0.469606942,0.341317365,26.19610778,0.008436053,0.647467056
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,15,d,DEL,1,0.4862919,0.28742515,22.05988024,0.008735783,0.670471318
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,17,d,DEL,1,1.859652688,0.754491018,57.90718563,0.033406935,2.563982224
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,18,d,DEL,1,5.339126876,1.823353293,139.9423653,0.095912459,7.361281217
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,19,d,DEL,1,5.26386716,1.526946108,117.1931138,0.094560488,7.257517447
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,20,d,DEL,1,10.26858327,2.550898204,195.7814371,0.184465568,14.15773233
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,21,d,DEL,1,12.1120734,2.595808383,199.2282934,0.217582157,16.69943054
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,22,d,DEL,1,10.47111402,1.949101796,149.5935629,0.188103845,14.43697008
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,23,d,DEL,1,16.45506686,2.676646707,205.4326347,0.295600004,22.68730027
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,25,d,DEL,1,11.02528725,1.392215569,106.8525449,0.198059052,15.20103228
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,26,d,DEL,1,9.696974356,1.086826347,83.41392216,0.174197144,13.36963081
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,13,d,DEL,1,1.699329956,1.517964072,116.5037425,0.030526885,2.342938458
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,14,d,DEL,1,0.454880732,0.323353293,24.81736527,0.00817151,0.627163404
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,15,d,DEL,1,0.87572635,0.502994012,38.60479042,0.015731611,1.207401151
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,16,d,DEL,1,2.177108692,1.023952096,78.58832335,0.039109737,3.001672314
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,17,d,DEL,1,3.595722016,1.401197605,107.5419162,0.064593809,4.957574815
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,18,d,DEL,1,5.038001832,1.643712575,126.1549401,0.090503027,6.946107317
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,19,d,DEL,1,2.703764213,0.745508982,57.21781437,0.048570615,3.727794671
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,20,d,DEL,1,2.408014103,0.565868264,43.43038922,0.043257738,3.32003142
2013,DISBT,observer,GO48,1467,TBB_DEF_70-99_0_0_G300hp,45,4,867.1,3340,4605,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,21,d,DEL,1,4.228267652,0.853293413,65.49026946,0.075956904,5.829692377
