year,PGM_CODE,prog,ship,POWER,metier,week,quar,TRIPNR,duration_meas,duration_tot,SCIENTIFIC_NAME,ENGLISH_NAME,DUTCH_NAME,ICES_CODE,nodc,class_length,SSE_CATEGORY,GEAR_SUBTYPE,GEAR_COUNT,w_soort_meashauls,n_per_hour,n_total_trip,w_per_hour,w_total_trip
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,24,d,sum,2,1.627507874,4.437747,267.0044445,0.443865784,26.70592466
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Callionymus lyra,Dragonet,Pitvis,LYY,8.85E+11,25,d,sum,2,2.192692441,5.318181818,319.9772727,0.598007029,35.98008961
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,13,d,sum,2,0.15045446,1.778656091,107.0158081,0.041033035,2.468820914
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,14,d,sum,2,0.187240959,1.778656091,107.0158081,0.051065716,3.072453914
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,15,d,sum,2,0.229645918,1.778656091,107.0158081,0.062630705,3.768280739
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,16,d,sum,2,0.415731523,2.659090909,159.9886364,0.113381324,6.821776349
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,17,d,sum,2,0.332960618,1.778656091,107.0158081,0.090807441,5.463581043
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,18,d,sum,2,1.379473131,6.216403091,374.0202526,0.376219945,22.63590001
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,19,d,sum,2,1.15696415,4.437747,267.0044445,0.315535677,18.98472991
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,20,d,sum,2,1.615857904,5.318181818,319.9772727,0.440688519,26.51475925
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,22,d,sum,2,0.718594832,1.778656091,107.0158081,0.195980409,11.79148792
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,23,d,sum,2,2.45450163,5.318181818,319.9772727,0.669409535,40.27614038
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Chelidonichthys lucerna,Tub gurnard,Rode poon,GUU,8.83E+11,24,d,sum,2,3.721034424,7.096837909,426.9930809,1.01482757,61.05879214
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Crepidula fornicata,,Muiltje,,5.10E+11,,d,sum,2,,7.977272727,479.9659091,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,10,d,sum,2,0.214723132,4.437747,267.0044445,0.058560854,3.523411398
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Echiichthys vipera,Lesser weever,Kleine pieterman,TOZ,8.84E+11,11,d,sum,2,0.448965378,7.096837909,426.9930809,0.122445103,7.36711371
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Echinocardium cordatum,,Hartegel,,8.16E+11,,d,sum,2,,6.216403091,374.0202526,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,14,d,sum,2,0.240982509,2.659090909,159.9886364,0.065722503,3.954303905
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,16,d,sum,2,0.240613825,1.778656091,107.0158081,0.065621952,3.94825412
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,17,d,sum,2,2.87899647,17.73320155,1066.947626,0.785180855,47.2417148
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,18,d,sum,2,2.224731479,11.53458491,693.9975254,0.606744949,36.50582108
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,19,d,sum,2,3.222940644,14.19367582,853.9861617,0.878983812,52.88552602
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,20,d,sum,2,2.591512443,9.773715273,588.0518689,0.706776121,42.52436327
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,21,d,sum,2,4.091719662,13.313241,801.0133335,1.115923544,67.14139991
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,25,d,sum,2,1.85558828,3.557312182,214.0316163,0.506069531,30.44851678
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Eutrigla gurnardus,Grey gurnard,Grauwe poon,GUG,8.83E+11,26,d,sum,2,1.04530803,1.778656091,107.0158081,0.285084008,17.1525545
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Gadus morhua,Cod,Kabeljauw,COD,8.79E+11,24,d,sum,2,1.317677108,2.659090909,159.9886364,0.359366484,21.62188345
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Halecium halecinum,,Haringgraat,,3.70E+11,,d,sum,2,,1.778656091,107.0158081,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Hyperoplus lanceolatus,Greater sand-eel,Smelt,,8.85E+11,18,d,sum,2,0.136557924,1.778656091,107.0158081,0.03724307,2.240791385
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,13,d,sum,2,9.650839465,110.0988131,6624.278588,2.632047127,158.3615021
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,14,d,sum,2,31.12707192,284.1580996,17096.84566,8.489201432,510.7669528
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,15,d,sum,2,37.85907711,280.7075062,16889.23496,10.32520285,621.233038
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,16,d,sum,2,50.62856734,308.8814204,18584.36546,13.80779109,830.7687641
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,17,d,sum,2,56.69419936,287.8932764,17321.5788,15.46205437,930.3002713
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,18,d,sum,2,47.42891808,202.517784,12184.82,12.93515948,778.2654285
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,19,d,sum,2,36.21762985,131.2292487,7895.626465,9.877535413,594.2983807
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,20,d,sum,2,18.3141428,56.77470327,3415.944647,4.994766218,300.5184341
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Limanda limanda,Dab,Schar,DAB,8.86E+11,21,d,sum,2,10.65022918,28.45849746,1712.25293,2.904607959,174.7605789
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Liocarcinus holsatus,,Gewone zwemkrab,,6.19E+11,,d,sum,2,,305.6442644,18389.59657,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Liocarcinus marmoreus,,Gemarmerde zwemkrab,,6.19E+11,,d,sum,2,,11.53458491,693.9975254,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Macropodia rostrata,,Hooiwagenkrab,,6.19E+11,,d,sum,2,,1.778656091,107.0158081,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,13,d,sum,2,0.123171149,1.778656091,107.0158081,0.033592132,2.021126585
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,15,d,sum,2,0.365858426,3.557312182,214.0316163,0.099779571,6.003404176
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,16,d,sum,2,2.404460469,19.54743055,1176.103738,0.655761946,39.45501043
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,17,d,sum,2,1.55098706,10.65415009,641.0246971,0.422996471,25.45028767
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,18,d,sum,2,3.790221777,22.20652146,1336.092374,1.033696848,62.19409371
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,19,d,sum,2,2.292512245,11.55237136,695.0676771,0.625230612,37.61804184
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,20,d,sum,2,2.847029047,12.43280618,748.0405053,0.776462467,46.71715845
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,21,d,sum,2,3.494029239,13.313241,801.0133335,0.952917065,57.33384342
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,22,d,sum,2,2.65315434,8.875494,534.008889,0.723587547,43.53585075
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,23,d,sum,2,2.706826397,7.995059182,481.0360608,0.738225381,44.41656042
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,24,d,sum,2,4.735887137,12.41501973,746.9703536,1.291605583,77.71160256
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,25,d,sum,2,7.969700276,18.63142282,1120.990606,2.173554621,130.7755363
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,26,d,sum,2,4.238546014,8.875494,534.008889,1.155967095,69.55068687
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,27,d,sum,2,7.069109789,13.313241,801.0133335,1.927939033,115.9976652
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Merlangius merlangus,Whiting,Wijting,WHG,8.79E+11,28,d,sum,2,4.691877932,7.977272727,479.9659091,1.279603072,76.98945152
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Microstomus kitt,Lemon sole,Tongschar,LEM,8.86E+11,18,d,sum,2,0.629883461,2.659090909,159.9886364,0.171786398,10.33581497
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Microstomus kitt,Lemon sole,Tongschar,LEM,8.86E+11,22,d,sum,2,1.1362731,2.659090909,159.9886364,0.309892664,18.64520859
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,12,d,sum,2,0.32777331,2.659090909,159.9886364,0.089392721,5.378462036
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,20,d,sum,2,1.536874291,2.659090909,159.9886364,0.419147534,25.21870996
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Myoxocephalus scorpius,Bull-rout,Zeedonderpad,,8.83E+11,22,d,sum,2,2.055498935,2.659090909,159.9886364,0.560590619,33.72886889
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Ophiura albida,,Kleine slangster,,8.13E+11,,d,sum,2,,1.778656091,107.0158081,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Ophiura ophiura,,Slangster,,8.13E+11,,d,sum,2,,86.95849746,5232.00293,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pagurus bernhardus,,Gewone heremietkreeft,,6.18E+11,,d,sum,2,,218.4011836,13140.47122,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,14,d,sum,2,2.27540081,21.27272727,1279.909091,0.620563857,37.33725874
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,15,d,sum,2,4.639343743,35.501976,2136.035556,1.265275566,76.12741324
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,16,d,sum,2,5.59740332,35.501976,2136.035556,1.526564542,91.84829994
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,17,d,sum,2,20.03729838,106.505928,6408.106668,5.464717739,328.7938506
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,18,d,sum,2,67.86441032,305.2885353,18368.19354,18.50847554,1113.593278
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,19,d,sum,2,51.793005,198.9248989,11968.64808,14.125365,849.8761276
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,20,d,sum,2,66.57792498,220.0553346,13239.99596,18.1576159,1092.483224
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,21,d,sum,2,106.5659583,305.2885353,18368.19354,29.06344316,1748.650497
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,22,d,sum,2,39.85414475,99.60474109,5992.885256,10.8693122,653.9702842
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,23,d,sum,2,74.44493868,163.2806313,9824.051315,20.3031651,1221.573767
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,24,d,sum,2,80.65525021,156.0948611,9391.707476,21.99688642,1323.479333
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,25,d,sum,2,16.58155295,28.45849746,1712.25293,4.522241714,272.0882098
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Pleuronectes platessa,Plaice,Schol,PLE,8.86E+11,26,d,sum,2,9.305878807,14.22924873,856.1264651,2.537966947,152.7010113
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Psammechinus miliaris,,Zeeappel,,8.15E+11,,d,sum,2,,127.7786553,7688.015759,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Scophthalmus maximus,Turbot,Tarbot,TUR,8.86E+11,26,d,sum,2,3.289945013,2.659090909,159.9886364,0.897257731,53.9850068
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Scyliorhinus canicula,Lesser spotted dogfish,Hondshaai,SYC,8.71E+11,35,d,sum,2,1.646508823,2.659090909,159.9886364,0.449047861,27.01771296
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Scyliorhinus canicula,Lesser spotted dogfish,Hondshaai,SYC,8.71E+11,49,d,sum,2,4.356529433,2.659090909,159.9886364,1.188144391,71.48668751
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Sepia officinalis,,Zeekat,CTC,5.70E+11,7,d,sum,2,,2.659090909,159.9886364,,
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Solea solea,Sole,Tong,SOL,8.86E+11,20,d,sum,2,1.606901442,6.216403091,374.0202526,0.438245848,26.36779184
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Solea solea,Sole,Tong,SOL,8.86E+11,22,d,sum,2,0.922705572,2.659090909,159.9886364,0.251646974,15.14075961
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Solea solea,Sole,Tong,SOL,8.86E+11,23,d,sum,2,1.05876451,2.659090909,159.9886364,0.288753957,17.37336309
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Trisopterus luscus,Bib,Steenbolk,BIB,8.79E+11,16,d,sum,2,0.311033172,1.778656091,107.0158081,0.084827229,5.103771592
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Trisopterus minutus,Poor cod,Dwergbolk,,8.79E+11,15,d,sum,2,0.958656516,7.096837909,426.9930809,0.261451777,15.73068192
2016,DISBT,self sampling,GO31,1471,TBB_DEF_70-99_0_0_G300hp,6,1,1240,220,3610,Trisopterus minutus,Poor cod,Dwergbolk,,8.79E+11,16,d,sum,2,0.434017859,2.659090909,159.9886364,0.118368507,7.121838504
